file_name,source,api_sequence,sequence_len,static_sequence,apt_label
010f36d6b66747e906c8f7025df1e154ceabc598f9c1d91357a97f89af0c0cda,Cuckoo_Dedup,IsDebuggerPresent RegOpenKeyExA RegQueryValueExA RegCloseKey CreateThread FindResourceA LoadResource SizeofResource NtClose NtCreateFile __exception__ NtProtectVirtualMemory NtDelayExecution NtWriteFile NtClose RegOpenKeyExA NtDelayExecution ShellExecuteExW NtDelayExecution NtCreateFile NtReadFile NtDelayExecution NtWriteFile NtReadFile NtWriteFile NtDelayExecution NtReadFile NtWriteFile NtReadFile NtDelayExecution NtWriteFile NtReadFile NtWriteFile NtClose GetSystemMetrics NtDelayExecution NtClose CreateProcessInternalW SetUnhandledExceptionFilter LdrGetDllHandle NtTerminateProcess NtClose NtUnmapViewOfSection NtClose GetSystemMetrics LdrUnloadDll NtClose LdrGetDllHandle LdrGetProcedureAddress NtUnmapViewOfSection NtFreeVirtualMemory LdrGetDllHandle LdrGetProcedureAddress NtUnmapViewOfSection NtClose LdrGetProcedureAddress LdrGetDllHandle LdrGetProcedureAddress RegCloseKey NtClose LdrUnloadDll NtOpenKey NtQueryValueKey NtClose NtFreeVirtualMemory NtClose NtTerminateProcess IsDebuggerPresent DeleteFileW RegOpenKeyExA RegQueryValueExA RegCloseKey CreateThread CreateDirectoryW GetSystemInfo RegCreateKeyExW RegOpenKeyExW NtClose RegOpenKeyExW RegQueryValueExW RegCloseKey RegOpenKeyExA RegQueryValueExA RegCloseKey LdrLoadDll LdrGetProcedureAddress UuidCreate GetSystemInfo RegOpenKeyExA RegQueryValueExA RegCloseKey GetSystemInfo NtOpenKey NtQueryValueKey NtClose NtQuerySystemInformation NtAllocateVirtualMemory LdrGetDllHandle LdrGetProcedureAddress GetFileType NtAllocateVirtualMemory LdrGetDllHandle NtCreateMutant LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress NtAllocateVirtualMemory LdrLoadDll LdrGetDllHandle LdrGetProcedureAddress GetSystemInfo RegOpenKeyExA RegEnumKeyExA RegCloseKey RegOpenKeyExA RegQueryValueExA RegCloseKey RegOpenKeyExA RegOpenKeyExW RegQueryValueExW RegCloseKey RegOpenKeyExW RegCloseKey LdrLoadDll LdrGetProcedureAddress CryptAcquireContextA CryptCreateHash CryptHashData NtClose NtOpenKey RegOpenKeyExW RegQueryValueExW RegCloseKey LdrLoadDll IsDebuggerPresent LdrLoadDll GetSystemMetrics NtMapViewOfSection GetSystemMetrics GetSystemDirectoryA LdrGetDllHandle LdrGetProcedureAddress NtClose NtCreateSection NtMapViewOfSection RegOpenKeyExA RegQueryValueExA RegCloseKey NtCreateMutant RegOpenKeyExA RegQueryValueExA RegCloseKey GetSystemMetrics GetSystemDirectoryA LdrGetDllHandle LdrGetProcedureAddress RegOpenKeyExA RegQueryValueExA RegCloseKey LdrLoadDll NtCreateMutant NtOpenSection NtMapViewOfSection SetWindowsHookExA RegOpenKeyExA RegCloseKey RegOpenKeyExW RegQueryValueExW RegCloseKey LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress LdrLoadDll LdrGetProcedureAddress GetSystemDirectoryA RegOpenKeyExA LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress LdrLoadDll LdrGetDllHandle LdrGetProcedureAddress RegCreateKeyExA LdrLoadDll LdrGetProcedureAddress InternetCrackUrlA RegOpenKeyExA RegQueryValueExA RegCloseKey RegEnumValueA RegCloseKey RegOpenKeyExA RegEnumValueA RegCloseKey RegQueryValueExA GetSystemInfo LdrGetDllHandle LdrGetProcedureAddress RegOpenKeyExA RegEnumValueA RegCloseKey LdrGetProcedureAddress socket InternetOpenA LdrGetProcedureAddress InternetSetStatusCallback bind LdrGetProcedureAddress InternetConnectA RegOpenKeyExA getsockname connect LdrGetProcedureAddress HttpOpenRequestA LdrGetProcedureAddress InternetQueryOptionA RegOpenKeyExA RegQueryInfoKeyW RegCloseKey LdrGetProcedureAddress InternetSetOptionA LdrGetProcedureAddress HttpSendRequestA NtOpenKey NtQueryValueKey NtAllocateVirtualMemory NtQueryValueKey RegOpenKeyExW RegQueryValueExW RegCloseKey NtQueryValueKey LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress LdrLoadDll LdrGetDllHandle LdrGetProcedureAddress RegOpenKeyExW RegQueryValueExW RegCloseKey NtCreateMutant LdrLoadDll LdrGetProcedureAddress NtCreateMutant NtOpenMutant LdrLoadDll LdrGetProcedureAddress RegCreateKeyExA RegQueryValueExA RegCloseKey RegOpenKeyExA RegQueryValueExA OpenSCManagerW OpenServiceW NtClose RegQueryValueExA OpenSCManagerA EnumServicesStatusA NtClose LdrLoadDll LdrGetProcedureAddress NtOpenSection NtMapViewOfSection NtCreateFile NtSetInformationFile NtWriteFile NtReadFile NtClose GetFileSize RegOpenKeyExA LdrLoadDll LdrGetProcedureAddress NtClose LdrUnloadDll RegOpenKeyExW GetUserNameA RegOpenKeyExA RegQueryValueExA RegCloseKey NtAllocateVirtualMemory LdrLoadDll LdrGetProcedureAddress SHGetFolderPathW NtClose FindFirstFileExW GetSystemDirectoryW FindFirstFileExW SHGetFolderPathW NtClose FindFirstFileExW RegOpenKeyExA RegQueryValueExA RegCloseKey RegCreateKeyExA RegQueryValueExA RegCreateKeyExA RegCloseKey RegSetValueExA RegCloseKey RegOpenKeyExA RegCreateKeyExA RegSetValueExA RegCloseKey RegCreateKeyExA RegQueryValueExA RegCloseKey RegQueryValueExA RegOpenKeyExA RegEnumKeyExA RegOpenKeyExA RegQueryValueExA RegCloseKey RegEnumKeyExA RegCloseKey RegCreateKeyExA RegSetValueExA RegDeleteValueA RegCloseKey RegCreateKeyExA RegSetValueExA RegCloseKey RegCreateKeyExA RegQueryValueExA RegCreateKeyExA RegCloseKey RegSetValueExA RegCloseKey CreateThread NtClose LdrLoadDll LdrGetProcedureAddress NtDuplicateObject RegOpenKeyExA LdrLoadDll LdrGetProcedureAddress NtQuerySystemInformation NtAllocateVirtualMemory NtMapViewOfSection RegOpenKeyExA GetUserNameA NtCreateSection NtMapViewOfSection NtClose NtOpenKey RegOpenKeyExW RegCreateKeyExA RegQueryValueExW RegCloseKey RegOpenKeyExW RegCloseKey RegQueryInfoKeyA RegOpenKeyExW RegOpenKeyExA RegCloseKey RegOpenKeyExW RegCloseKey RegOpenKeyExA RegQueryValueExA RegOpenKeyExA RegEnumKeyExW RegOpenKeyExA RegQueryValueExA RegCloseKey RegOpenKeyExA GetSystemTimeAsFileTime LdrLoadDll RegQueryValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA LdrGetProcedureAddress RegOpenKeyExA RegQueryValueExW RegQueryInfoKeyA RegOpenKeyExA RegSetValueExW select RegSetValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegCloseKey RegEnumKeyExW RegCloseKey RegOpenKeyExA RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegOpenKeyExA RegSetValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA gethostbyname SetErrorMode RegQueryValueExW RegCloseKey LdrLoadDll LdrGetProcedureAddress SetErrorMode RegEnumKeyExW RegCloseKey NtQuerySystemInformation NtAllocateVirtualMemory NtCreateFile NtAllocateVirtualMemory NtDeviceIoControlFile NtClose NtAllocateVirtualMemory NtFreeVirtualMemory RegOpenKeyExA LoadStringW RegOpenKeyExW LdrLoadDll LdrGetProcedureAddress SetErrorMode RegOpenKeyExW RegCloseKey RegOpenKeyExA RegQueryValueExW LdrGetProcedureAddress RegOpenKeyExA RegQueryValueExW RegCloseKey RegOpenKeyExW GetAdaptersInfo RegOpenKeyExA RegQueryValueExA RegCloseKey RegQueryValueExA RegOpenKeyExW RegCloseKey GetFileSize RegOpenKeyExA RegCloseKey GetFileSize OpenSCManagerW OpenServiceW NtClose RegQueryValueExA GetFileSize getaddrinfo GetSystemTimeAsFileTime gethostbyname LdrUnloadDll OpenSCManagerW OpenServiceW NtClose InternetQueryOptionA gethostbyname RegCreateKeyExA RegQueryValueExA select RegCreateKeyExA RegCloseKey RegSetValueExA RegCloseKey select getaddrinfo GetFileSize OpenSCManagerW OpenServiceW NtClose RegQueryValueExA GetFileSize getaddrinfo GetSystemTimeAsFileTime select getaddrinfo LdrGetProcedureAddress InternetCloseHandle RegOpenKeyExW RegCloseKey NtClose select NtDelayExecution select,494,CloseHandle CreateDirectoryA CreateFileA CreateProcessA DeleteFileA ExitProcess ExpandEnvironmentStringsA FindResourceA FreeResource GetLastError GetModuleFileNameA GetModuleHandleA GetProcAddress GetStartupInfoA GetTickCount IsDebuggerPresent LoadLibraryA LoadResource lstrcpyA ReadFile SetCurrentDirectoryA SizeofResource Sleep WaitForSingleObject WinExec WriteFile CryptAcquireContextA CryptCreateHash CryptDecrypt CryptDeriveKey CryptDestroyHash CryptEncrypt CryptHashData RegCloseKey RegOpenKeyA RegQueryValueExA ShellExecuteA LZClose LZCopy LZOpenFileA __getmainargs __p__commode __p__fmode __set_app_type __setusermatherr _acmdln _adjust_fdiv _beginthreadex _controlfp _except_handler3 _exit _initterm _XcptFilter exit fclose fopen fread free fseek ftell fwrite malloc memmove printf sprintf strncmp strstr,APT1
010f36d6b66747e906c8f7025df1e154ceabc598f9c1d91357a97f89af0c0cda,Cuckoo_Dedup,IsDebuggerPresent RegOpenKeyExA RegQueryValueExA RegCloseKey CreateThread FindResourceA LoadResource SizeofResource NtClose NtCreateFile __exception__ NtDelayExecution NtProtectVirtualMemory NtDelayExecution NtWriteFile NtClose RegOpenKeyExA NtDelayExecution ShellExecuteExW NtDelayExecution NtCreateFile NtReadFile NtDelayExecution NtWriteFile NtReadFile NtWriteFile NtDelayExecution NtReadFile NtWriteFile NtReadFile NtDelayExecution NtWriteFile NtDelayExecution NtReadFile NtDelayExecution NtWriteFile NtReadFile NtWriteFile NtDelayExecution NtReadFile NtWriteFile NtReadFile NtDelayExecution NtWriteFile NtReadFile NtWriteFile NtClose GetSystemMetrics NtDelayExecution NtClose CreateProcessInternalW SetUnhandledExceptionFilter LdrGetDllHandle NtTerminateProcess NtClose NtUnmapViewOfSection NtClose GetSystemMetrics LdrUnloadDll NtClose LdrGetDllHandle LdrGetProcedureAddress NtUnmapViewOfSection NtFreeVirtualMemory LdrGetDllHandle LdrGetProcedureAddress NtUnmapViewOfSection NtClose LdrGetProcedureAddress LdrGetDllHandle LdrGetProcedureAddress RegCloseKey NtClose LdrUnloadDll NtOpenKey NtQueryValueKey NtClose NtFreeVirtualMemory NtClose NtTerminateProcess IsDebuggerPresent DeleteFileW RegOpenKeyExA RegQueryValueExA RegCloseKey CreateThread NtClose CreateDirectoryW GetSystemInfo RegCreateKeyExW RegOpenKeyExW RegQueryValueExW RegCloseKey RegOpenKeyExA RegQueryValueExA RegCloseKey LdrLoadDll LdrGetProcedureAddress UuidCreate GetSystemInfo RegOpenKeyExA RegQueryValueExA RegCloseKey GetSystemInfo NtOpenKey NtQueryValueKey NtClose NtQuerySystemInformation NtAllocateVirtualMemory LdrGetDllHandle LdrGetProcedureAddress GetFileType NtAllocateVirtualMemory LdrGetDllHandle NtCreateMutant LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress NtAllocateVirtualMemory LdrLoadDll LdrGetDllHandle LdrGetProcedureAddress GetSystemInfo RegOpenKeyExA RegEnumKeyExA RegCloseKey RegOpenKeyExA RegQueryValueExA RegCloseKey RegOpenKeyExA RegOpenKeyExW RegQueryValueExW RegCloseKey RegOpenKeyExW RegCloseKey LdrLoadDll LdrGetProcedureAddress CryptAcquireContextA CryptCreateHash CryptHashData NtClose NtOpenKey RegOpenKeyExW RegQueryValueExW RegCloseKey LdrLoadDll IsDebuggerPresent LdrLoadDll GetSystemMetrics NtMapViewOfSection GetSystemMetrics GetSystemDirectoryA LdrGetDllHandle LdrGetProcedureAddress NtClose NtCreateSection NtMapViewOfSection RegOpenKeyExA RegQueryValueExA RegCloseKey NtCreateMutant RegOpenKeyExA RegQueryValueExA RegCloseKey GetSystemMetrics GetSystemDirectoryA LdrGetDllHandle LdrGetProcedureAddress RegOpenKeyExA RegQueryValueExA RegCloseKey LdrLoadDll NtCreateMutant NtOpenSection NtMapViewOfSection SetWindowsHookExA RegOpenKeyExA RegCloseKey RegOpenKeyExW RegQueryValueExW RegCloseKey LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress LdrLoadDll LdrGetProcedureAddress GetSystemDirectoryA RegOpenKeyExA LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress LdrLoadDll LdrGetDllHandle LdrGetProcedureAddress RegCreateKeyExA LdrLoadDll LdrGetProcedureAddress InternetCrackUrlA RegOpenKeyExA RegQueryValueExA RegCloseKey RegEnumValueA RegCloseKey RegOpenKeyExA RegEnumValueA RegCloseKey RegQueryValueExA GetSystemInfo LdrGetDllHandle LdrGetProcedureAddress RegOpenKeyExA RegEnumValueA RegCloseKey LdrGetProcedureAddress InternetOpenA LdrGetProcedureAddress InternetSetStatusCallback LdrGetProcedureAddress socket InternetConnectA RegOpenKeyExA LdrGetProcedureAddress bind getsockname connect HttpOpenRequestA LdrGetProcedureAddress InternetQueryOptionA RegOpenKeyExA RegQueryInfoKeyW RegCloseKey LdrGetProcedureAddress InternetSetOptionA LdrGetProcedureAddress HttpSendRequestA NtOpenKey NtQueryValueKey NtAllocateVirtualMemory NtQueryValueKey RegOpenKeyExW RegQueryValueExW RegCloseKey NtQueryValueKey LdrGetDllHandle LdrGetProcedureAddress CreateActCtxW LdrGetDllHandle LdrGetProcedureAddress LdrLoadDll LdrGetDllHandle LdrGetProcedureAddress RegOpenKeyExW RegQueryValueExW RegCloseKey NtCreateMutant LdrLoadDll LdrGetProcedureAddress NtCreateMutant NtOpenMutant LdrLoadDll LdrGetProcedureAddress RegCreateKeyExA RegQueryValueExA RegCloseKey RegOpenKeyExA RegQueryValueExA OpenSCManagerW OpenServiceW NtClose RegQueryValueExA OpenSCManagerA EnumServicesStatusA NtClose LdrLoadDll LdrGetProcedureAddress NtOpenSection NtMapViewOfSection NtCreateFile NtSetInformationFile NtWriteFile NtReadFile NtClose GetFileSize RegOpenKeyExA LdrLoadDll LdrGetProcedureAddress NtClose LdrUnloadDll RegOpenKeyExW GetUserNameA RegOpenKeyExA RegQueryValueExA RegCloseKey NtAllocateVirtualMemory LdrLoadDll LdrGetProcedureAddress SHGetFolderPathW NtClose FindFirstFileExW GetSystemDirectoryW FindFirstFileExW SHGetFolderPathW NtClose FindFirstFileExW RegOpenKeyExA RegQueryValueExA RegCloseKey RegCreateKeyExA RegQueryValueExA RegCreateKeyExA RegCloseKey RegSetValueExA RegCloseKey RegOpenKeyExA RegCreateKeyExA RegSetValueExA RegCloseKey RegCreateKeyExA RegQueryValueExA RegCloseKey RegQueryValueExA RegOpenKeyExA RegEnumKeyExA RegOpenKeyExA RegQueryValueExA RegCloseKey RegEnumKeyExA RegCloseKey RegCreateKeyExA RegSetValueExA RegDeleteValueA RegCloseKey RegCreateKeyExA RegSetValueExA RegCloseKey RegCreateKeyExA RegQueryValueExA RegCreateKeyExA RegCloseKey RegSetValueExA RegCloseKey CreateThread NtClose LdrLoadDll LdrGetProcedureAddress RegOpenKeyExA GetUserNameA NtDuplicateObject LdrLoadDll LdrGetProcedureAddress NtCreateSection NtMapViewOfSection RegOpenKeyExW RegQueryValueExW RegCloseKey RegOpenKeyExW NtQuerySystemInformation NtAllocateVirtualMemory NtMapViewOfSection RegCloseKey RegOpenKeyExW RegCloseKey NtMapViewOfSection NtClose NtOpenKey RegOpenKeyExW RegCreateKeyExA RegCloseKey RegQueryInfoKeyA RegOpenKeyExA RegQueryValueExA RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA RegQueryValueExA RegCloseKey RegOpenKeyExA GetSystemTimeAsFileTime LdrLoadDll LdrGetProcedureAddress RegQueryInfoKeyA RegQueryValueExW RegOpenKeyExA RegSetValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA select RegOpenKeyExA RegQueryValueExW RegCloseKey gethostbyname SetErrorMode LdrLoadDll LdrGetProcedureAddress RegEnumKeyExW RegCloseKey RegOpenKeyExA LdrGetProcedureAddress SetErrorMode RegOpenKeyExA NtQuerySystemInformation RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA NtAllocateVirtualMemory NtCreateFile RegOpenKeyExA RegQueryValueExW RegOpenKeyExA NtCreateFile RegSetValueExW RegCloseKey NtCreateFile NtAllocateVirtualMemory NtDeviceIoControlFile NtClose NtDeviceIoControlFile RegEnumKeyExW RegOpenKeyExA NtClose RegQueryValueExW RegCloseKey RegEnumKeyExW RegOpenKeyExA RegQueryValueExW RegCloseKey NtDeviceIoControlFile NtClose NtAllocateVirtualMemory NtFreeVirtualMemory NtAllocateVirtualMemory RegEnumKeyExW RegCloseKey NtFreeVirtualMemory NtAllocateVirtualMemory NtFreeVirtualMemory RegOpenKeyExA LoadStringW RegOpenKeyExW LdrLoadDll RegOpenKeyExW LdrGetProcedureAddress SetErrorMode RegOpenKeyExW RegCloseKey RegOpenKeyExA RegQueryValueExW GetAdaptersInfo RegOpenKeyExA LdrGetProcedureAddress RegOpenKeyExA RegQueryValueExA RegQueryValueExW RegCloseKey RegQueryValueExA RegOpenKeyExA RegQueryValueExW RegCloseKey RegOpenKeyExW RegCloseKey GetFileSize RegOpenKeyExA RegCloseKey GetFileSize OpenSCManagerW OpenServiceW NtClose RegQueryValueExA GetFileSize getaddrinfo GetSystemTimeAsFileTime gethostbyname LdrUnloadDll OpenSCManagerW OpenServiceW NtClose InternetQueryOptionA gethostbyname RegCreateKeyExA RegQueryValueExA RegCreateKeyExA RegCloseKey RegSetValueExA RegCloseKey select getaddrinfo GetFileSize OpenSCManagerW OpenServiceW NtClose RegQueryValueExA GetFileSize getaddrinfo GetSystemTimeAsFileTime select getaddrinfo LdrGetProcedureAddress InternetCloseHandle RegOpenKeyExW RegCloseKey NtClose select NtDelayExecution select,521,CloseHandle CreateDirectoryA CreateFileA CreateProcessA DeleteFileA ExitProcess ExpandEnvironmentStringsA FindResourceA FreeResource GetLastError GetModuleFileNameA GetModuleHandleA GetProcAddress GetStartupInfoA GetTickCount IsDebuggerPresent LoadLibraryA LoadResource lstrcpyA ReadFile SetCurrentDirectoryA SizeofResource Sleep WaitForSingleObject WinExec WriteFile CryptAcquireContextA CryptCreateHash CryptDecrypt CryptDeriveKey CryptDestroyHash CryptEncrypt CryptHashData RegCloseKey RegOpenKeyA RegQueryValueExA ShellExecuteA LZClose LZCopy LZOpenFileA __getmainargs __p__commode __p__fmode __set_app_type __setusermatherr _acmdln _adjust_fdiv _beginthreadex _controlfp _except_handler3 _exit _initterm _XcptFilter exit fclose fopen fread free fseek ftell fwrite malloc memmove printf sprintf strncmp strstr,APT1
